2021-07-23 14:40:12.663830	https://www.encodeproject.org/report/?type=Experiment&control_type%21=%2A&status=released&perturbed=false&replicates.library.biosample.donor.organism.scientific_name=Mus+musculus&files.file_type=bam&assembly=mm10&lab.title%21=Ross+Hardison%2C+PennState&assay_title=DNase-seq&assay_title=ATAC-seq&limit=all
ID	Accession	Assay name	Assay title	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Replicates	Mixed biosamples
/experiments/ENCSR012YAB/	ENCSR012YAB	ATAC-seq	ATAC-seq			C57BL/6 hindbrain tissue embryo (11.5 days)	hindbrain	GEO:GSE172572	ATAC-seq on embryonic e11.5 mouse hindbrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF753PKM/,/files/ENCFF058UWO/,/files/ENCFF163UHB/,/files/ENCFF635ZQL/,/files/ENCFF520IWZ/,/files/ENCFF668ELB/,/files/ENCFF342EKU/,/files/ENCFF585ROH/,/files/ENCFF908LJW/,/files/ENCFF745RFR/,/files/ENCFF893VVC/,/files/ENCFF637POJ/,/files/ENCFF056PNP/,/files/ENCFF987NBY/,/files/ENCFF781LSE/,/files/ENCFF455EOK/,/files/ENCFF171ZWU/,/files/ENCFF743IYX/,/files/ENCFF184WPR/,/files/ENCFF067IQO/,/files/ENCFF085GVV/,/files/ENCFF288QKE/,/files/ENCFF710CRN/,/files/ENCFF049MQL/,/files/ENCFF723SEK/,/files/ENCFF693MQK/,/files/ENCFF716LMN/,/files/ENCFF129DMB/,/files/ENCFF759NPG/,/files/ENCFF684VWY/,/files/ENCFF941WMV/,/files/ENCFF048VWJ/,/files/ENCFF935DIQ/,/files/ENCFF064LWX/,/files/ENCFF087BJR/,/files/ENCFF404WLO/,/files/ENCFF740NUE/,/files/ENCFF548WBY/,/files/ENCFF810KHN/,/files/ENCFF821ZNT/	/reference-epigenomes/ENCSR501OPC/,/organism-development-series/ENCSR550MIW/	ENCBS199NDR,ENCBS976DPO	1,2	1		Mus musculus	embryonic	11.5 days										/replicates/913396de-8287-4423-8668-28c303d2122b/,/replicates/cd4a3289-bd8a-40c8-9184-744e16acca41/	
/experiments/ENCSR969OPE/	ENCSR969OPE	DNase-seq	DNase-seq			C57BL/6 stomach tissue postnatal (0 days)	stomach	GEO:GSE83187,SCREEN-mm10:C57BL/6_stomach_postnatal_0_days		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF609WQX/,/files/ENCFF373GRY/,/files/ENCFF314HZI/,/files/ENCFF936GEC/,/files/ENCFF887VJL/,/files/ENCFF300FCU/,/files/ENCFF074AYW/,/files/ENCFF234HKT/,/files/ENCFF645JGX/,/files/ENCFF612ILN/,/files/ENCFF738YPD/,/files/ENCFF671CKX/,/files/ENCFF210NCS/,/files/ENCFF203RUD/,/files/ENCFF220GXC/,/files/ENCFF396HIB/,/files/ENCFF003BTS/,/files/ENCFF781DID/,/files/ENCFF087MOX/,/files/ENCFF890DEI/,/files/ENCFF893KNS/,/files/ENCFF457PCG/,/files/ENCFF448EMZ/,/files/ENCFF042HFB/,/files/ENCFF455DAX/,/files/ENCFF212YHD/,/files/ENCFF109VGU/,/files/ENCFF525BJI/,/files/ENCFF773UVA/,/files/ENCFF598BTX/,/files/ENCFF197TQR/,/files/ENCFF530APW/,/files/ENCFF115VGP/,/files/ENCFF314XNP/,/files/ENCFF940CMN/,/files/ENCFF359OWP/,/files/ENCFF452RIM/,/files/ENCFF318NAU/,/files/ENCFF665OHV/,/files/ENCFF601VMQ/,/files/ENCFF919LQR/,/files/ENCFF262WTM/,/files/ENCFF323WWQ/,/files/ENCFF408VQR/,/files/ENCFF464XBT/,/files/ENCFF949FUJ/,/files/ENCFF907PXV/,/files/ENCFF703UFG/,/files/ENCFF400QQL/,/files/ENCFF464GKC/,/files/ENCFF294CLS/,/files/ENCFF554BNR/,/files/ENCFF891NKR/,/files/ENCFF450FRM/,/files/ENCFF993IIH/,/files/ENCFF012DDZ/,/files/ENCFF999TIL/,/files/ENCFF574KAA/	/reference-epigenomes/ENCSR571BOJ/	ENCBS814CAO,ENCBS514EXL	2,1	7,1		Mus musculus	postnatal	0 days										/replicates/fea58b66-bc4e-4f0d-8d5e-77bf8063f3fe/,/replicates/9a6e6a6d-39ee-4ba0-8502-3aef042bebf1/,/replicates/524b2bee-d78a-48c5-a0c9-80f4fd630aa2/,/replicates/71b6291f-f8eb-4d83-9356-742e0bbf601a/	
/experiments/ENCSR758IRM/	ENCSR758IRM	ATAC-seq	ATAC-seq			C57BL/6 kidney tissue embryo (14.5 days)	kidney	GEO:GSE172561	ATAC-seq on embryonic e14.5 mouse kidney	Bing Ren, UCSD	ENCODE	released	/files/ENCFF576WIS/,/files/ENCFF958YUR/,/files/ENCFF802JNF/,/files/ENCFF504EBV/,/files/ENCFF349IJO/,/files/ENCFF049CMP/,/files/ENCFF029AVH/,/files/ENCFF999QDY/,/files/ENCFF982WKZ/,/files/ENCFF006EUF/,/files/ENCFF389HVM/,/files/ENCFF690HYA/,/files/ENCFF577PBY/,/files/ENCFF283CDK/,/files/ENCFF521DVN/,/files/ENCFF187MRS/,/files/ENCFF882MMH/,/files/ENCFF449OFP/,/files/ENCFF307SUM/,/files/ENCFF251OST/,/files/ENCFF461ARO/,/files/ENCFF713TFC/,/files/ENCFF548KDV/,/files/ENCFF415SIT/,/files/ENCFF379TUH/,/files/ENCFF979XNR/,/files/ENCFF205KMP/,/files/ENCFF413FMO/,/files/ENCFF219LIH/,/files/ENCFF406MNW/,/files/ENCFF368SUV/,/files/ENCFF984KTB/,/files/ENCFF547ALY/,/files/ENCFF761QUT/	/reference-epigenomes/ENCSR840QVS/,/organism-development-series/ENCSR684EDE/	ENCBS569AAA,ENCBS034AAA	2,1	1		Mus musculus	embryonic	14.5 days										/replicates/7fca65fa-8056-436d-8d42-aa703dbf0b3f/,/replicates/79c66145-4680-4ef1-80e5-db4aa741fe9f/	
/experiments/ENCSR282YTE/	ENCSR282YTE	ATAC-seq	ATAC-seq			C57BL/6 neural tube tissue embryo (11.5 days)	neural tube	GEO:GSE172610	ATAC-seq on embryonic e11.5 mouse neural tube	Bing Ren, UCSD	ENCODE	released	/files/ENCFF994STU/,/files/ENCFF187AQG/,/files/ENCFF149EJI/,/files/ENCFF529IDC/,/files/ENCFF323LLC/,/files/ENCFF485DEF/,/files/ENCFF520ZUU/,/files/ENCFF236QXW/,/files/ENCFF171EFH/,/files/ENCFF510JBQ/,/files/ENCFF742RLX/,/files/ENCFF848QAF/,/files/ENCFF046TWW/,/files/ENCFF509BVM/,/files/ENCFF562JGV/,/files/ENCFF243LCV/,/files/ENCFF738VPJ/,/files/ENCFF767BNL/,/files/ENCFF267GKR/,/files/ENCFF900ERK/,/files/ENCFF262FSI/,/files/ENCFF145PNV/,/files/ENCFF406TYZ/,/files/ENCFF800ZML/,/files/ENCFF606XSY/,/files/ENCFF260AWW/,/files/ENCFF670CWJ/,/files/ENCFF050JNB/,/files/ENCFF450AWZ/,/files/ENCFF206VVK/,/files/ENCFF381LVB/,/files/ENCFF936VGM/,/files/ENCFF315JBX/,/files/ENCFF948FRY/	/reference-epigenomes/ENCSR215ZYV/,/organism-development-series/ENCSR868EZR/	ENCBS654KOE,ENCBS183YVD	1,2	1		Mus musculus	embryonic	11.5 days										/replicates/b76e9adf-9646-4899-b244-65164881ce72/,/replicates/01d1520a-304c-4211-9940-80d8ea943048/	
/experiments/ENCSR176BYZ/	ENCSR176BYZ	ATAC-seq	ATAC-seq			C57BL/6 hindbrain tissue embryo (13.5 days)	hindbrain	GEO:GSE172912	ATAC-seq on embryonic e13.5 mouse hindbrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF331IGF/,/files/ENCFF071AXB/,/files/ENCFF628CBN/,/files/ENCFF409GTD/,/files/ENCFF751DXE/,/files/ENCFF842OQL/,/files/ENCFF256DRT/,/files/ENCFF189DBP/,/files/ENCFF321AYT/,/files/ENCFF333KVG/,/files/ENCFF280BOI/,/files/ENCFF987KMF/,/files/ENCFF360TRM/,/files/ENCFF231TFZ/,/files/ENCFF953AOC/,/files/ENCFF252DUF/,/files/ENCFF507CLS/,/files/ENCFF320SAJ/,/files/ENCFF785ICE/,/files/ENCFF487DAT/,/files/ENCFF794JLV/,/files/ENCFF875HXI/,/files/ENCFF366BYU/,/files/ENCFF739UJS/,/files/ENCFF163LRB/,/files/ENCFF823IRU/,/files/ENCFF238CPL/,/files/ENCFF438LCV/,/files/ENCFF244HOU/,/files/ENCFF325SMR/,/files/ENCFF707VPF/,/files/ENCFF347BWB/,/files/ENCFF978ZPR/,/files/ENCFF089QLB/,/files/ENCFF254PQN/,/files/ENCFF815LKV/,/files/ENCFF727BHV/,/files/ENCFF373ZJX/,/files/ENCFF894TOH/,/files/ENCFF714OTB/	/reference-epigenomes/ENCSR629UDB/,/organism-development-series/ENCSR550MIW/	ENCBS052EWC,ENCBS296PIR	1,2	1		Mus musculus	embryonic	13.5 days										/replicates/32abd199-4e4e-4e28-9dd7-ee1a42464891/,/replicates/92a5cdf4-e898-41f8-bd84-e09e01c01df6/	
/experiments/ENCSR031HDN/	ENCSR031HDN	ATAC-seq	ATAC-seq			C57BL/6 embryonic facial prominence tissue embryo (12.5 days)	embryonic facial prominence	GEO:GSE172625	ATAC-seq on embryonic e12.5 mouse embryonic facial prominence	Bing Ren, UCSD	ENCODE	released	/files/ENCFF265RFZ/,/files/ENCFF547OQI/,/files/ENCFF492KHX/,/files/ENCFF459CPD/,/files/ENCFF014OUZ/,/files/ENCFF671BTA/,/files/ENCFF984ZYD/,/files/ENCFF687XEC/,/files/ENCFF867AIO/,/files/ENCFF074PAQ/,/files/ENCFF419KWO/,/files/ENCFF256EPN/,/files/ENCFF927QKI/,/files/ENCFF955CHM/,/files/ENCFF683FGB/,/files/ENCFF326NNK/,/files/ENCFF329IKH/,/files/ENCFF228HHT/,/files/ENCFF364CMM/,/files/ENCFF683GAV/,/files/ENCFF764SSX/,/files/ENCFF109ZQR/,/files/ENCFF715DWN/,/files/ENCFF463QOV/,/files/ENCFF781LRH/,/files/ENCFF531YOD/,/files/ENCFF386BKX/,/files/ENCFF784GAU/,/files/ENCFF608SLU/,/files/ENCFF261TEO/,/files/ENCFF825IXA/,/files/ENCFF826ILB/,/files/ENCFF861ISJ/,/files/ENCFF660UDY/	/reference-epigenomes/ENCSR749IWM/,/organism-development-series/ENCSR660CNU/	ENCBS047UII,ENCBS399GYO	1,2	1		Mus musculus	embryonic	12.5 days										/replicates/c16fcda8-0702-44bb-9b15-56ea99bc252c/,/replicates/ad32f476-7bc1-4ade-a020-f029998a09c7/	
/experiments/ENCSR335VJW/	ENCSR335VJW	ATAC-seq	ATAC-seq			C57BL/6 lung tissue embryo (14.5 days)	lung	GEO:GSE172744	ATAC-seq on embryonic e14.5 mouse lung	Bing Ren, UCSD	ENCODE	released	/files/ENCFF437GNH/,/files/ENCFF244BWB/,/files/ENCFF979DGG/,/files/ENCFF204EVA/,/files/ENCFF478ZNT/,/files/ENCFF049LZF/,/files/ENCFF936JKG/,/files/ENCFF581SHO/,/files/ENCFF708UPP/,/files/ENCFF681QSY/,/files/ENCFF762JJU/,/files/ENCFF922JQA/,/files/ENCFF996FLJ/,/files/ENCFF045XJN/,/files/ENCFF139PQA/,/files/ENCFF883BFT/,/files/ENCFF155RBY/,/files/ENCFF828TIC/,/files/ENCFF381SVX/,/files/ENCFF735EZK/,/files/ENCFF870QLX/,/files/ENCFF966XQQ/,/files/ENCFF459ZEM/,/files/ENCFF401WRR/,/files/ENCFF044URH/,/files/ENCFF631ZAK/,/files/ENCFF044CNS/,/files/ENCFF509TIG/,/files/ENCFF947BSX/,/files/ENCFF981LWJ/,/files/ENCFF826QUN/,/files/ENCFF068DQL/,/files/ENCFF667XVU/,/files/ENCFF991RKC/	/reference-epigenomes/ENCSR944NEQ/,/organism-development-series/ENCSR762JBN/	ENCBS030AAA,ENCBS018AAA	1,2	1		Mus musculus	embryonic	14.5 days										/replicates/87343229-d55f-4a29-9f9f-bbc9edd7f209/,/replicates/dcb75568-d788-4417-94d6-c13bd51fe1b5/	
/experiments/ENCSR756SPS/	ENCSR756SPS	DNase-seq	DNase-seq			C57BL/6 forebrain tissue embryo (10.5 days)	forebrain	SCREEN-mm10:C57BL/6_forebrain_embryo_10.5_days,GEO:GSE172555		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF484BLQ/,/files/ENCFF285AFK/,/files/ENCFF192LUH/,/files/ENCFF626JKC/,/files/ENCFF619BJW/,/files/ENCFF633HXJ/,/files/ENCFF011OFJ/,/files/ENCFF072CWR/,/files/ENCFF533TAT/,/files/ENCFF992JTK/,/files/ENCFF109RGN/,/files/ENCFF452GUZ/,/files/ENCFF580QJJ/,/files/ENCFF756ROU/,/files/ENCFF182BTT/,/files/ENCFF854XLW/,/files/ENCFF700SZW/,/files/ENCFF506ZSC/,/files/ENCFF410EHD/,/files/ENCFF534VGW/,/files/ENCFF777RAR/,/files/ENCFF166XAF/,/files/ENCFF869EXL/,/files/ENCFF880ICH/,/files/ENCFF316KAS/,/files/ENCFF287EYQ/,/files/ENCFF738FYU/,/files/ENCFF354PNW/,/files/ENCFF978BKJ/,/files/ENCFF580LFT/,/files/ENCFF652NOR/,/files/ENCFF937MHS/,/files/ENCFF511QUE/,/files/ENCFF846TGU/,/files/ENCFF340WON/,/files/ENCFF355PZQ/,/files/ENCFF609MGC/,/files/ENCFF444PVU/,/files/ENCFF247KMU/,/files/ENCFF815LUM/,/files/ENCFF328JAG/,/files/ENCFF024MGG/,/files/ENCFF997VKA/,/files/ENCFF169HTD/,/files/ENCFF709JLJ/,/files/ENCFF170CZK/,/files/ENCFF291EED/,/files/ENCFF171NKD/,/files/ENCFF393BUB/,/files/ENCFF947QFL/,/files/ENCFF308JGZ/,/files/ENCFF913ASS/,/files/ENCFF058PHP/,/files/ENCFF002PBW/,/files/ENCFF044ISO/,/files/ENCFF544FGH/,/files/ENCFF285DLN/,/files/ENCFF466ZUY/	/organism-development-series/ENCSR092GOO/,/reference-epigenomes/ENCSR228WLP/	ENCBS000YCQ,ENCBS925TGV	1,2	1		Mus musculus	embryonic	10.5 days										/replicates/63a459c4-6acb-41fc-a41b-f3896f806271/,/replicates/345771d4-cd7a-48e5-9567-381264aa4118/	
/experiments/ENCSR690VOH/	ENCSR690VOH	ATAC-seq	ATAC-seq			C57BL/6 neural tube tissue embryo (12.5 days)	neural tube	GEO:GSE172998	ATAC-seq on embryonic e12.5 mouse neural tube	Bing Ren, UCSD	ENCODE	released	/files/ENCFF444RRA/,/files/ENCFF927BDD/,/files/ENCFF226GOU/,/files/ENCFF303PPN/,/files/ENCFF104BXJ/,/files/ENCFF086JXK/,/files/ENCFF680QAZ/,/files/ENCFF762WBC/,/files/ENCFF036TPI/,/files/ENCFF405XRA/,/files/ENCFF562KEB/,/files/ENCFF118IIU/,/files/ENCFF356RHI/,/files/ENCFF923LIS/,/files/ENCFF336CCP/,/files/ENCFF806QOB/,/files/ENCFF594DPJ/,/files/ENCFF131JQM/,/files/ENCFF743VHF/,/files/ENCFF464CGI/,/files/ENCFF659GIB/,/files/ENCFF896GTB/,/files/ENCFF468MZJ/,/files/ENCFF009XVH/,/files/ENCFF075FXH/,/files/ENCFF863ENW/,/files/ENCFF968DSM/,/files/ENCFF750AQT/,/files/ENCFF538GWI/,/files/ENCFF818QFO/,/files/ENCFF642PYM/,/files/ENCFF649RTL/,/files/ENCFF194UXB/,/files/ENCFF990XSC/	/reference-epigenomes/ENCSR273IZZ/,/organism-development-series/ENCSR868EZR/	ENCBS254TSW,ENCBS405OOH	2,1	1		Mus musculus	embryonic	12.5 days										/replicates/76156ab1-ef87-4c2a-bcd8-85062593263d/,/replicates/0a0e721a-647e-47cb-abc9-8d8f6f2461bd/	
/experiments/ENCSR603MWL/	ENCSR603MWL	ATAC-seq	ATAC-seq			C57BL/6 heart tissue embryo (15.5 days)	heart	GEO:GSE172745	ATAC-seq on embryonic e15.5 mouse heart	Bing Ren, UCSD	ENCODE	released	/files/ENCFF051GLX/,/files/ENCFF694SPD/,/files/ENCFF829XFO/,/files/ENCFF385WYM/,/files/ENCFF527PGD/,/files/ENCFF444THV/,/files/ENCFF884LBG/,/files/ENCFF278PMY/,/files/ENCFF831ZNL/,/files/ENCFF459QCR/,/files/ENCFF502KXP/,/files/ENCFF549DHW/,/files/ENCFF599YGV/,/files/ENCFF157KBI/,/files/ENCFF952EIA/,/files/ENCFF378UUE/,/files/ENCFF752MXZ/,/files/ENCFF856SMW/,/files/ENCFF031FOO/,/files/ENCFF297GJB/,/files/ENCFF759ABK/,/files/ENCFF223OQK/,/files/ENCFF508YPP/,/files/ENCFF985WCO/,/files/ENCFF982NYV/,/files/ENCFF740QMX/,/files/ENCFF373QJF/,/files/ENCFF047FCF/,/files/ENCFF678WFU/,/files/ENCFF502BBM/,/files/ENCFF867GZJ/,/files/ENCFF693XAU/,/files/ENCFF542LND/,/files/ENCFF851OQA/	/reference-epigenomes/ENCSR520JSM/,/organism-development-series/ENCSR028ALM/	ENCBS909LOF,ENCBS595EMK	2,1	1		Mus musculus	embryonic	15.5 days										/replicates/671622d9-3588-4989-8ccd-6f88725ca1d5/,/replicates/ece6d293-52be-4ef9-898f-d01d9e1b8031/	
/experiments/ENCSR561FZE/	ENCSR561FZE	DNase-seq	DNase-seq			C57BL/6 liver tissue embryo (11.5 days)	liver	GEO:GSE172680,SCREEN-mm10:C57BL/6_liver_embryo_11.5_days		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF065TOK/,/files/ENCFF799DRH/,/files/ENCFF197IEL/,/files/ENCFF837DLJ/,/files/ENCFF467XSZ/,/files/ENCFF916CIV/,/files/ENCFF532IBQ/,/files/ENCFF246JSD/,/files/ENCFF519PBA/,/files/ENCFF498NPP/,/files/ENCFF734JVK/,/files/ENCFF439JKO/,/files/ENCFF013RYM/,/files/ENCFF961RLY/,/files/ENCFF076VZF/,/files/ENCFF075OOV/,/files/ENCFF432VOL/,/files/ENCFF240SCW/,/files/ENCFF785ATB/,/files/ENCFF424HTF/,/files/ENCFF328RDH/,/files/ENCFF590OZY/,/files/ENCFF075FOH/,/files/ENCFF275QGZ/,/files/ENCFF930WNA/,/files/ENCFF428DAU/,/files/ENCFF833MMC/,/files/ENCFF204GOK/,/files/ENCFF411NNC/	/reference-epigenomes/ENCSR231EPI/	ENCBS302FDE	1	1		Mus musculus	embryonic	11.5 days										/replicates/9c8749f2-5556-45c3-9b52-26348a418b4f/	
/experiments/ENCSR687JCD/	ENCSR687JCD	DNase-seq	DNase-seq			C57BL/6 embryo tissue embryo (9.5 days)	embryo	SCREEN-mm10:C57BL/6_embryo_embryo_9.5_days,GEO:GSE172984		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF825OBP/,/files/ENCFF543JDR/,/files/ENCFF723YRR/,/files/ENCFF398AJF/,/files/ENCFF203IOU/,/files/ENCFF928UFY/,/files/ENCFF815AMD/,/files/ENCFF150KQS/,/files/ENCFF511NFQ/,/files/ENCFF947EGJ/,/files/ENCFF818RXT/,/files/ENCFF246MJE/,/files/ENCFF199OYD/,/files/ENCFF363ULE/,/files/ENCFF360LZX/,/files/ENCFF814SCY/,/files/ENCFF479QDO/,/files/ENCFF146PRA/,/files/ENCFF253RFB/,/files/ENCFF415JYM/,/files/ENCFF153YHK/,/files/ENCFF589FOP/,/files/ENCFF251HLK/,/files/ENCFF615TIA/,/files/ENCFF367IOO/,/files/ENCFF480DFG/,/files/ENCFF693HKS/,/files/ENCFF782XTC/,/files/ENCFF568PNV/,/files/ENCFF228FTU/,/files/ENCFF106WGS/	/organism-development-series/ENCSR950SAY/	ENCBS677GFP	1	1		Mus musculus	embryonic	9.5 days										/replicates/5ecef20d-4d7d-4857-948a-edf0b630978a/	
/experiments/ENCSR668EIA/	ENCSR668EIA	ATAC-seq	ATAC-seq			C57BL/6 lung tissue embryo (15.5 days)	lung	GEO:GSE172933	ATAC-seq on embryonic e15.5 mouse lung	Bing Ren, UCSD	ENCODE	released	/files/ENCFF507MHY/,/files/ENCFF940GZL/,/files/ENCFF217WJG/,/files/ENCFF159YPF/,/files/ENCFF264STA/,/files/ENCFF646NOT/,/files/ENCFF683YMX/,/files/ENCFF988VYF/,/files/ENCFF789RHY/,/files/ENCFF143JEL/,/files/ENCFF425UXZ/,/files/ENCFF701EUN/,/files/ENCFF783ZSK/,/files/ENCFF365XPF/,/files/ENCFF296VNS/,/files/ENCFF202RSY/,/files/ENCFF431WEV/,/files/ENCFF971CIX/,/files/ENCFF314TFO/,/files/ENCFF077CSW/,/files/ENCFF064HRZ/,/files/ENCFF668NCP/,/files/ENCFF190PCI/,/files/ENCFF530XXC/,/files/ENCFF609KEH/,/files/ENCFF566ZZS/,/files/ENCFF746BKW/,/files/ENCFF930QBP/,/files/ENCFF705GUI/,/files/ENCFF171SJA/,/files/ENCFF029SJI/,/files/ENCFF186WNB/,/files/ENCFF046BUX/,/files/ENCFF037XDZ/	/reference-epigenomes/ENCSR881OKK/,/organism-development-series/ENCSR762JBN/	ENCBS217WPC,ENCBS467HSM	2,1	1		Mus musculus	embryonic	15.5 days										/replicates/a5f59505-9d39-48d6-80ca-32e0a023c299/,/replicates/09d6c7ce-fd1e-4a3a-bf2b-1d596e406bce/	
/experiments/ENCSR014SFF/	ENCSR014SFF	DNase-seq	DNase-seq			C57BL/6 forebrain tissue embryo (11.5 days)	forebrain	SCREEN-mm10:C57BL/6_forebrain_embryo_11.5_days,GEO:GSE172578		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF632WZB/,/files/ENCFF656HIJ/,/files/ENCFF676RMY/,/files/ENCFF943ATK/,/files/ENCFF544TEZ/,/files/ENCFF814FIE/,/files/ENCFF653GHV/,/files/ENCFF090SFC/,/files/ENCFF519JFN/,/files/ENCFF402PFQ/,/files/ENCFF271HGS/,/files/ENCFF351TDU/,/files/ENCFF993LQC/,/files/ENCFF875LYD/,/files/ENCFF140RBF/,/files/ENCFF508GMI/,/files/ENCFF072WEU/,/files/ENCFF783TOY/,/files/ENCFF389ZNS/,/files/ENCFF527KPV/,/files/ENCFF951EXX/,/files/ENCFF547STF/,/files/ENCFF175BTV/,/files/ENCFF546SVK/,/files/ENCFF358BLW/,/files/ENCFF009ALP/,/files/ENCFF545CZJ/,/files/ENCFF316GIW/,/files/ENCFF195UVM/,/files/ENCFF420UGL/,/files/ENCFF509MGG/,/files/ENCFF612NJM/,/files/ENCFF048CZM/,/files/ENCFF708QVG/,/files/ENCFF268VQQ/,/files/ENCFF167VVY/,/files/ENCFF782PVI/,/files/ENCFF328AGV/,/files/ENCFF027UBU/,/files/ENCFF317TZQ/,/files/ENCFF577MRW/,/files/ENCFF661XTS/,/files/ENCFF447PVS/,/files/ENCFF085UHR/,/files/ENCFF506RDT/,/files/ENCFF940POQ/,/files/ENCFF910YJV/,/files/ENCFF228KIG/,/files/ENCFF639LUT/,/files/ENCFF580FOS/,/files/ENCFF383SZK/,/files/ENCFF402PRS/,/files/ENCFF132CEF/,/files/ENCFF050WLI/,/files/ENCFF522QQW/,/files/ENCFF779DJK/,/files/ENCFF064LLH/,/files/ENCFF107UKC/	/organism-development-series/ENCSR092GOO/,/reference-epigenomes/ENCSR415TUB/	ENCBS611TZC,ENCBS555BYZ	1,2	1		Mus musculus	embryonic	11.5 days										/replicates/a0fc86ea-88d0-41df-91e9-4a51b32de51c/,/replicates/1b175661-4aaa-4576-8a77-aacf3af25452/	
/experiments/ENCSR785NEL/	ENCSR785NEL	ATAC-seq	ATAC-seq			C57BL/6 liver tissue embryo (11.5 days)	liver	GEO:GSE172627	ATAC-seq on embryonic e11.5 mouse liver	Bing Ren, UCSD	ENCODE	released	/files/ENCFF888ZZV/,/files/ENCFF883SEZ/,/files/ENCFF035OMK/,/files/ENCFF288CVJ/,/files/ENCFF550NVA/,/files/ENCFF007HEF/,/files/ENCFF305LXK/,/files/ENCFF937NOO/,/files/ENCFF331KWS/,/files/ENCFF778NIX/,/files/ENCFF163YZG/,/files/ENCFF076ICC/,/files/ENCFF074XPH/,/files/ENCFF655PRM/,/files/ENCFF164IXK/,/files/ENCFF661XFW/,/files/ENCFF573TTZ/,/files/ENCFF255VAI/,/files/ENCFF294UBR/,/files/ENCFF591SWN/,/files/ENCFF690KPF/,/files/ENCFF009QVV/,/files/ENCFF067QMK/,/files/ENCFF762FPZ/,/files/ENCFF555HMR/,/files/ENCFF038WIB/,/files/ENCFF975SUE/,/files/ENCFF362ALT/,/files/ENCFF455SAX/,/files/ENCFF349RHV/,/files/ENCFF100UMO/,/files/ENCFF055IQW/,/files/ENCFF069JJR/,/files/ENCFF408UYJ/,/files/ENCFF215SXR/,/files/ENCFF456HCD/,/files/ENCFF389ETY/,/files/ENCFF535WOY/,/files/ENCFF282PBS/,/files/ENCFF698RCC/	/reference-epigenomes/ENCSR231EPI/,/organism-development-series/ENCSR326DKM/	ENCBS598QTR,ENCBS522YOW	1,2	1		Mus musculus	embryonic	11.5 days										/replicates/61426e3e-b490-4c6e-b0de-568546e80684/,/replicates/c7866bba-a788-4479-b990-e7d46a8a6717/	
/experiments/ENCSR732OTZ/	ENCSR732OTZ	ATAC-seq	ATAC-seq			C57BL/6 kidney tissue embryo (16.5 days)	kidney	GEO:GSE173052	ATAC-seq on embryonic e16.5 mouse kidney	Bing Ren, UCSD	ENCODE	released	/files/ENCFF021GRI/,/files/ENCFF573ZOR/,/files/ENCFF413HET/,/files/ENCFF326PPN/,/files/ENCFF979TLW/,/files/ENCFF525KUY/,/files/ENCFF603UFF/,/files/ENCFF046NEJ/,/files/ENCFF196PJB/,/files/ENCFF222FJN/,/files/ENCFF514NEW/,/files/ENCFF385VAO/,/files/ENCFF326XUT/,/files/ENCFF614EDS/,/files/ENCFF991DNC/,/files/ENCFF269IDG/,/files/ENCFF146CZD/,/files/ENCFF433XDF/,/files/ENCFF770CKW/,/files/ENCFF068HOE/,/files/ENCFF902HRA/,/files/ENCFF321KMJ/,/files/ENCFF722IFZ/,/files/ENCFF613YVK/,/files/ENCFF342HUD/,/files/ENCFF356NGO/,/files/ENCFF826QAM/,/files/ENCFF409EIF/,/files/ENCFF325WHL/,/files/ENCFF391WTC/,/files/ENCFF495AWE/,/files/ENCFF724PGZ/,/files/ENCFF973KVG/,/files/ENCFF538ILW/,/files/ENCFF838GTB/,/files/ENCFF149LHJ/,/files/ENCFF018UEW/,/files/ENCFF168MUO/,/files/ENCFF538FRN/,/files/ENCFF035JSR/	/reference-epigenomes/ENCSR709SFR/,/organism-development-series/ENCSR684EDE/	ENCBS519MUD,ENCBS529OHA	1,2	1		Mus musculus	embryonic	16.5 days										/replicates/4663ee76-fe2c-444b-bfcf-0d87eb1416fb/,/replicates/2fc56ef4-964c-4641-8423-3ff2a2933dc7/	
