File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF571VTA	bam	bam		unfiltered alignments	mm10	ENCSR000CNA	DNase-seq	/mouse-donors/ENCDO072AAA/	CL:0002553	fibroblast of lung	primary cell	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF063EBQ/, /files/ENCFF001PLM/	2272712678	ENCODE Processing Pipeline	382024307f9d06c861038a9345cae9d7		https://www.encodeproject.org/files/ENCFF571VTA/@@download/ENCFF571VTA.bam				released	s3://encode-public/2020/10/15/d70b8b5e-7aa2-4de1-b344-107222d170b6/ENCFF571VTA.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth		
ENCFF817QPV	bam	bam		alignments	mm10	ENCSR000CNA	DNase-seq	/mouse-donors/ENCDO072AAA/	CL:0002553	fibroblast of lung	primary cell	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF882SRG/, /files/ENCFF247PFH/	1312468359	ENCODE Processing Pipeline	d651c2a7322a1ee6e7555406173c1d37		https://www.encodeproject.org/files/ENCFF817QPV/@@download/ENCFF817QPV.bam				released	s3://encode-public/2020/10/15/eb0db1dc-e5cf-41b7-937c-91fd9fb90c1f/ENCFF817QPV.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth		
ENCFF424IJD	bam	bam		alignments	mm10	ENCSR000CNA	DNase-seq	/mouse-donors/ENCDO072AAA/	CL:0002553	fibroblast of lung	primary cell	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF882SRG/, /files/ENCFF571VTA/	1148041553	ENCODE Processing Pipeline	6556b2cf9d2c118f45e3953ac8387099		https://www.encodeproject.org/files/ENCFF424IJD/@@download/ENCFF424IJD.bam				released	s3://encode-public/2020/10/15/2a55b24c-4efe-4f09-acdd-78a11448b352/ENCFF424IJD.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth		
ENCFF498EEL	bam	bam		alignments	mm10	ENCSR724UJS	ATAC-seq	/mouse-donors/ENCDO820VCL/	CL:0000815	regulatory T cell	primary cell	Mus musculus											DNA						2017-03-07	GGR				1	1_1, 1_2		50					/files/ENCFF175VOD/, /files/ENCFF047KQJ/, /files/ENCFF547MET/, /files/ENCFF447BGX/, /files/ENCFF388RQI/, /files/ENCFF580RGZ/, /files/ENCFF309GLL/, /files/ENCFF206BQS/, /files/ENCFF498BEJ/, /files/ENCFF015KVI/	2368674732	ENCODE Processing Pipeline	1b630ef3152bc318e6bccfbd6f9dd97c		https://www.encodeproject.org/files/ENCFF498EEL/@@download/ENCFF498EEL.bam				released	s3://encode-public/2020/09/08/84993f37-0b0a-4f84-b3d1-2e1f260d45b9/ENCFF498EEL.bam	ENCODE4 v1.8.0 mm10	released			
ENCFF053CGD	bam	bam		alignments	mm10	ENCSR724UJS	ATAC-seq	/mouse-donors/ENCDO820VCL/	CL:0000815	regulatory T cell	primary cell	Mus musculus											DNA						2017-03-07	GGR				1	1_1		50					/files/ENCFF175VOD/, /files/ENCFF447BGX/, /files/ENCFF006WGU/	845814951	Christina Leslie, MSKCC	b95e11987f66b0a89c594714270d3f90		https://www.encodeproject.org/files/ENCFF053CGD/@@download/ENCFF053CGD.bam				archived	s3://encode-public/2016/12/05/a7b7e6e4-59e3-4c92-8d5a-15c350bb8712/ENCFF053CGD.bam	Lab custom mm10	archived			
ENCFF557JSA	bam	bam		alignments	mm10	ENCSR724UJS	ATAC-seq	/mouse-donors/ENCDO820VCL/	CL:0000815	regulatory T cell	primary cell	Mus musculus											DNA						2017-03-07	GGR				1	1_2		50					/files/ENCFF047KQJ/, /files/ENCFF388RQI/, /files/ENCFF006WGU/	1832990430	Christina Leslie, MSKCC	d9e05f1e2d90cd0249ab12f7f809f4c3		https://www.encodeproject.org/files/ENCFF557JSA/@@download/ENCFF557JSA.bam				archived	s3://encode-public/2016/12/05/73a96dd2-80a6-4a6d-9f97-f649477c8793/ENCFF557JSA.bam	Lab custom mm10	archived			
ENCFF134FAW	bam	bam		unfiltered alignments	mm10	ENCSR724UJS	ATAC-seq	/mouse-donors/ENCDO820VCL/	CL:0000815	regulatory T cell	primary cell	Mus musculus											DNA						2017-03-07	GGR				1	1_1, 1_2		50					/files/ENCFF175VOD/, /files/ENCFF047KQJ/, /files/ENCFF447BGX/, /files/ENCFF309GLL/, /files/ENCFF388RQI/	6903655125	ENCODE Processing Pipeline	245fe4adab36749267b553a53359168c		https://www.encodeproject.org/files/ENCFF134FAW/@@download/ENCFF134FAW.bam				released	s3://encode-public/2020/09/08/dc07a12a-007f-4a31-b218-0b9c82badbe6/ENCFF134FAW.bam	ENCODE4 v1.8.0 mm10	released			
ENCFF001PLB	bam	bam		alignments	mm9	ENCSR000CNB	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005417	forelimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		1	1_1		36					/files/ENCFF001PLY/	1057817911	John Stamatoyannopoulos, UW	65b4bb0a29436a4705b37b0702ddd17d		https://www.encodeproject.org/files/ENCFF001PLB/@@download/ENCFF001PLB.bam				archived	s3://encode-public/2011/05/06/3a3e31b4-1be8-4ecb-9f30-affca616f0d5/ENCFF001PLB.bam	Lab custom mm9	archived	low read depth, low spot score		
ENCFF001PLL	bam	bam		alignments	mm9	ENCSR000CNB	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005417	forelimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		2	2_1		76					/files/ENCFF001PLG/, /files/ENCFF001PLH/	4556556509	John Stamatoyannopoulos, UW	d11f15c96e276c4591c74cc79c62a004		https://www.encodeproject.org/files/ENCFF001PLL/@@download/ENCFF001PLL.bam				archived	s3://encode-public/2011/05/06/2235fd32-c874-429a-a395-06b41b66329e/ENCFF001PLL.bam	Lab custom mm9	archived	low read depth, low spot score		
ENCFF624SQL	bam	bam		unfiltered alignments	mm10	ENCSR000CNB	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005417	forelimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		1	1_1		36					/files/ENCFF001PLY/, /files/ENCFF340HIY/	1468172578	ENCODE Processing Pipeline	22412f914e8756fb645a7b24607d4a85		https://www.encodeproject.org/files/ENCFF624SQL/@@download/ENCFF624SQL.bam				released	s3://encode-public/2016/10/21/e469e125-64e0-4572-9554-5fce0bc6508d/ENCFF624SQL.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF427NVW	bam	bam		unfiltered alignments	mm10	ENCSR000CNB	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005417	forelimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		2	2_1		36					/files/ENCFF001PLH/, /files/ENCFF001PLG/, /files/ENCFF340HIY/	6020504948	ENCODE Processing Pipeline	073074a88e998149eab5ed644869a202		https://www.encodeproject.org/files/ENCFF427NVW/@@download/ENCFF427NVW.bam				released	s3://encode-public/2016/10/21/cdcd2a66-5acb-471f-9294-4f19f217a5ca/ENCFF427NVW.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF339GCG	bam	bam		alignments	mm10	ENCSR000CNB	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005417	forelimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		1	1_1		36					/files/ENCFF624SQL/	1117530032	ENCODE Processing Pipeline	b499fa6a0a088b28366044a1adb54107		https://www.encodeproject.org/files/ENCFF339GCG/@@download/ENCFF339GCG.bam				archived	s3://encode-public/2016/10/21/91586a40-23c2-43d0-9d64-91f2580ad4f8/ENCFF339GCG.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF241NSM	bam	bam		alignments	mm10	ENCSR000CNB	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005417	forelimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		2	2_1		20					/files/ENCFF427NVW/	4760572035	ENCODE Processing Pipeline	7979a6a008ce50dca7efed9ec3d0997c		https://www.encodeproject.org/files/ENCFF241NSM/@@download/ENCFF241NSM.bam				archived	s3://encode-public/2016/10/21/571882a8-8bdf-4d22-8816-7b00511c7a2f/ENCFF241NSM.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF719GKA	bam	bam		alignments	mm10	ENCSR000CNB	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005417	forelimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		1	1_1		36					/files/ENCFF291ZFA/, /files/ENCFF882SRG/	1092948687	ENCODE Processing Pipeline	8f72e274c0c8681863513ed4277e519a		https://www.encodeproject.org/files/ENCFF719GKA/@@download/ENCFF719GKA.bam				released	s3://encode-public/2020/10/15/778043fd-f4c9-4a64-b29a-01d05956a991/ENCFF719GKA.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth, low spot score		
ENCFF315TTD	bam	bam		alignments	mm10	ENCSR000CNB	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005417	forelimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		1	1_1		36					/files/ENCFF624SQL/	1108084200	ENCODE Processing Pipeline	13b0c0178cee1b2c2d602fa419a287a0		https://www.encodeproject.org/files/ENCFF315TTD/@@download/ENCFF315TTD.bam				released	s3://encode-public/2017/08/24/ce173b10-4903-4755-8b2f-1837ebb71935/ENCFF315TTD.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF535FCS	bam	bam		alignments	mm10	ENCSR000CNB	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005417	forelimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		2	2_1		36					/files/ENCFF427NVW/	4699777507	ENCODE Processing Pipeline	60865695e3c1fddd63c764f84e9d002a		https://www.encodeproject.org/files/ENCFF535FCS/@@download/ENCFF535FCS.bam				released	s3://encode-public/2017/08/24/fcc0c2cb-e922-48fd-9103-3e84d6d3a9c5/ENCFF535FCS.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF291ZFA	bam	bam		unfiltered alignments	mm10	ENCSR000CNB	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005417	forelimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		1	1_1		36					/files/ENCFF063EBQ/, /files/ENCFF001PLY/	1754130250	ENCODE Processing Pipeline	fee1128ed3c51675f3c66847dddc9a24		https://www.encodeproject.org/files/ENCFF291ZFA/@@download/ENCFF291ZFA.bam				released	s3://encode-public/2020/10/15/9c0cd742-8350-4cec-9b81-ac6d02c75697/ENCFF291ZFA.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth, low spot score		
ENCFF812DFY	bam	bam		unfiltered alignments	mm10	ENCSR000CNB	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005417	forelimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		2	2_1		36					/files/ENCFF063EBQ/, /files/ENCFF001PLH/, /files/ENCFF001PLG/	7213637141	ENCODE Processing Pipeline	9c576f50ac159d840b48ec8bc1abcb9f		https://www.encodeproject.org/files/ENCFF812DFY/@@download/ENCFF812DFY.bam				released	s3://encode-public/2020/10/15/fedef83e-5cc9-4fed-848d-af72430f0185/ENCFF812DFY.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth, low spot score		
ENCFF595BCX	bam	bam		alignments	mm10	ENCSR000CNB	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005417	forelimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		2	2_1		36					/files/ENCFF812DFY/, /files/ENCFF882SRG/	4631624836	ENCODE Processing Pipeline	989b85cf9f8ef05ae453b8110b527c74		https://www.encodeproject.org/files/ENCFF595BCX/@@download/ENCFF595BCX.bam				released	s3://encode-public/2020/10/15/b1f256fc-0736-4ec1-b529-9bcfc4d6db99/ENCFF595BCX.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth, low spot score		
ENCFF001PMU	bam	bam		alignments	mm9	ENCSR000CND	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0000922	embryo	tissue	Mus musculus											DNA						2012-09-14	ENCODE		see document		1	1_1		36					/files/ENCFF001PNA/, /files/ENCFF001PNB/, /files/ENCFF001PNC/, /files/ENCFF001PND/, /files/ENCFF001PNE/, /files/ENCFF001PNF/, /files/ENCFF001PNH/	1254863538	John Stamatoyannopoulos, UW	541dc52d5f0edecc55d8d3fd8c757ebd		https://www.encodeproject.org/files/ENCFF001PMU/@@download/ENCFF001PMU.bam				archived	s3://encode-public/2011/05/06/a3300ed1-84e0-49f9-9960-2aec11e583c8/ENCFF001PMU.bam	Lab custom mm9	archived	low read depth, low spot score		
ENCFF001PNG	bam	bam		alignments	mm9	ENCSR000CND	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0000922	embryo	tissue	Mus musculus											DNA						2012-09-14	ENCODE		see document		2	2_1		36					/files/ENCFF001PNI/, /files/ENCFF001PNJ/	964176561	John Stamatoyannopoulos, UW	12de5954b524442d2e7de9767fd5aa04		https://www.encodeproject.org/files/ENCFF001PNG/@@download/ENCFF001PNG.bam				archived	s3://encode-public/2011/05/06/9ff72cd7-7d1f-438b-9e3c-eb316f5a595a/ENCFF001PNG.bam	Lab custom mm9	archived	low read depth, low spot score		
ENCFF152PRP	bam	bam		unfiltered alignments	mm10	ENCSR000CND	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0000922	embryo	tissue	Mus musculus											DNA						2012-09-14	ENCODE		see document		1	1_1		36					/files/ENCFF001PNE/, /files/ENCFF001PNH/, /files/ENCFF001PNF/, /files/ENCFF001PNB/, /files/ENCFF001PND/, /files/ENCFF001PNC/, /files/ENCFF001PNA/, /files/ENCFF340HIY/	1660277170	ENCODE Processing Pipeline	9e55aecf1b660fbb8fe01ae842546bec		https://www.encodeproject.org/files/ENCFF152PRP/@@download/ENCFF152PRP.bam				released	s3://encode-public/2016/10/21/47200489-3f06-4c32-b3e9-e289f1cc15e5/ENCFF152PRP.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF657BFJ	bam	bam		unfiltered alignments	mm10	ENCSR000CND	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0000922	embryo	tissue	Mus musculus											DNA						2012-09-14	ENCODE		see document		2	2_1		36					/files/ENCFF001PNJ/, /files/ENCFF001PNI/, /files/ENCFF340HIY/	1210655959	ENCODE Processing Pipeline	de48d12140bdee3d133b25958232dbe8		https://www.encodeproject.org/files/ENCFF657BFJ/@@download/ENCFF657BFJ.bam				released	s3://encode-public/2016/10/21/4a3fdea0-f93c-4c4b-91e9-ed186d5a184f/ENCFF657BFJ.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF057OWF	bam	bam		alignments	mm10	ENCSR000CND	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0000922	embryo	tissue	Mus musculus											DNA						2012-09-14	ENCODE		see document		1	1_1		36					/files/ENCFF152PRP/	1364035370	ENCODE Processing Pipeline	c85e433a705a2ed4e4077b9234805b1c		https://www.encodeproject.org/files/ENCFF057OWF/@@download/ENCFF057OWF.bam				archived	s3://encode-public/2016/10/21/b36fa3b8-7021-46ee-bef0-abdd3a208c05/ENCFF057OWF.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF817ZFM	bam	bam		alignments	mm10	ENCSR000CND	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0000922	embryo	tissue	Mus musculus											DNA						2012-09-14	ENCODE		see document		2	2_1		36					/files/ENCFF657BFJ/	1016493838	ENCODE Processing Pipeline	dcc631f87661af77e65dfd44da0b4f3f		https://www.encodeproject.org/files/ENCFF817ZFM/@@download/ENCFF817ZFM.bam				archived	s3://encode-public/2016/10/21/1ac79095-b5c9-49cb-82f4-8b4649cc17e4/ENCFF817ZFM.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF621HPV	bam	bam		unfiltered alignments	mm10	ENCSR000CND	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0000922	embryo	tissue	Mus musculus											DNA						2012-09-14	ENCODE		see document		1	1_1		36					/files/ENCFF001PND/, /files/ENCFF001PNA/, /files/ENCFF001PNB/, /files/ENCFF001PNC/, /files/ENCFF001PNF/, /files/ENCFF001PNH/, /files/ENCFF001PNE/, /files/ENCFF063EBQ/	1861224675	ENCODE Processing Pipeline	26272fd1a1b8bd0d8bfc2ac550b8ce38		https://www.encodeproject.org/files/ENCFF621HPV/@@download/ENCFF621HPV.bam				released	s3://encode-public/2020/10/15/17e0b929-53fc-41d7-b06e-ae4ff9b73c2a/ENCFF621HPV.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth, low spot score		
ENCFF086YQG	bam	bam		alignments	mm10	ENCSR000CND	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0000922	embryo	tissue	Mus musculus											DNA						2012-09-14	ENCODE		see document		1	1_1		36					/files/ENCFF152PRP/	1352337769	ENCODE Processing Pipeline	47392fbe7b88d8c32cde28b64dc44409		https://www.encodeproject.org/files/ENCFF086YQG/@@download/ENCFF086YQG.bam				released	s3://encode-public/2017/08/24/364e74d7-2f68-49ae-9c59-b5bc5a15b30a/ENCFF086YQG.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF756DRT	bam	bam		alignments	mm10	ENCSR000CND	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0000922	embryo	tissue	Mus musculus											DNA						2012-09-14	ENCODE		see document		2	2_1		36					/files/ENCFF657BFJ/	1007683910	ENCODE Processing Pipeline	5b0907aa4bbf1cad29a5c33c5f263501		https://www.encodeproject.org/files/ENCFF756DRT/@@download/ENCFF756DRT.bam				released	s3://encode-public/2017/08/24/e3f4e37f-f36a-41f2-b2e7-dcbaa3072915/ENCFF756DRT.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF193SOI	bam	bam		alignments	mm10	ENCSR000CND	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0000922	embryo	tissue	Mus musculus											DNA						2012-09-14	ENCODE		see document		2	2_1		36					/files/ENCFF882SRG/, /files/ENCFF319XQI/	990767816	ENCODE Processing Pipeline	49d18970fe53fb94a559364378777b65		https://www.encodeproject.org/files/ENCFF193SOI/@@download/ENCFF193SOI.bam				released	s3://encode-public/2020/10/15/f72bf7d8-5d5b-4578-91cf-25933147262a/ENCFF193SOI.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth, low spot score		
ENCFF319XQI	bam	bam		unfiltered alignments	mm10	ENCSR000CND	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0000922	embryo	tissue	Mus musculus											DNA						2012-09-14	ENCODE		see document		2	2_1		36					/files/ENCFF001PNI/, /files/ENCFF063EBQ/, /files/ENCFF001PNJ/	1399029228	ENCODE Processing Pipeline	e944a90c966e3f1daf4ba1837d2c8bae		https://www.encodeproject.org/files/ENCFF319XQI/@@download/ENCFF319XQI.bam				released	s3://encode-public/2020/10/15/c2666f3a-d979-4090-a9e3-d1af8dc5029e/ENCFF319XQI.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth, low spot score		
ENCFF574GZK	bam	bam		alignments	mm10	ENCSR000CND	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0000922	embryo	tissue	Mus musculus											DNA						2012-09-14	ENCODE		see document		1	1_1		36					/files/ENCFF882SRG/, /files/ENCFF621HPV/	1325815746	ENCODE Processing Pipeline	e65ea0193f2b57ce4f4a8527b3de3ea2		https://www.encodeproject.org/files/ENCFF574GZK/@@download/ENCFF574GZK.bam				released	s3://encode-public/2020/10/15/f0bc809f-03a0-44c7-80a0-924821f1596f/ENCFF574GZK.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth, low spot score		
ENCFF001PWV	bam	bam		alignments	mm9	ENCSR000CNS	DNase-seq	/mouse-donors/ENCDO337EDF/	EFO:0001222	NIH3T3	cell line	Mus musculus											DNA						2012-09-07	ENCODE		see document		2	2_1		36					/files/ENCFF001PXU/	1136694283	John Stamatoyannopoulos, UW	151df00958379a0c4b65abda1436b16b		https://www.encodeproject.org/files/ENCFF001PWV/@@download/ENCFF001PWV.bam				archived	s3://encode-public/2011/05/06/86fdf329-2ab3-4314-8ac7-3e5d2a20b93f/ENCFF001PWV.bam	Lab custom mm9	archived	low read depth		
ENCFF001ORG	bam	bam		alignments	mm9	ENCSR000CNS	DNase-seq	/mouse-donors/ENCDO337EDF/	EFO:0001222	NIH3T3	cell line	Mus musculus											DNA						2012-09-07	ENCODE		see document		1	1_2		36					/files/ENCFF630GRP/	14700738205	John Stamatoyannopoulos, UW	03d1fcf015fae58dd0f4804f8a89f009		https://www.encodeproject.org/files/ENCFF001ORG/@@download/ENCFF001ORG.bam				archived	s3://encode-public/2012/05/01/419e5ad2-1ea5-49b7-8491-731686e67b3c/ENCFF001ORG.bam	Lab custom mm9	archived	low read depth		
ENCFF001PWL	bam	bam		alignments	mm9	ENCSR000CNS	DNase-seq	/mouse-donors/ENCDO337EDF/	EFO:0001222	NIH3T3	cell line	Mus musculus											DNA						2012-09-07	ENCODE		see document		1	1_1		36					/files/ENCFF001PWQ/, /files/ENCFF001PWR/, /files/ENCFF001PWS/, /files/ENCFF001PWT/	1204869890	John Stamatoyannopoulos, UW	5058f2e5c1bc07216d4e4b43bd1b3e76		https://www.encodeproject.org/files/ENCFF001PWL/@@download/ENCFF001PWL.bam				archived	s3://encode-public/2011/05/06/796c2b22-e9bc-4972-9075-c9b60cc9106c/ENCFF001PWL.bam	Lab custom mm9	archived	low read depth		
ENCFF584TFU	bam	bam		unfiltered alignments	mm10	ENCSR000CNS	DNase-seq	/mouse-donors/ENCDO337EDF/	EFO:0001222	NIH3T3	cell line	Mus musculus											DNA						2012-09-07	ENCODE		see document		2	2_1		36					/files/ENCFF001PXU/, /files/ENCFF340HIY/	1524734495	ENCODE Processing Pipeline	19798a318bdbb76115268aa0824bc5d4		https://www.encodeproject.org/files/ENCFF584TFU/@@download/ENCFF584TFU.bam				released	s3://encode-public/2018/05/22/62e7ae2f-3ae9-4fec-9054-a8d8bc093876/ENCFF584TFU.bam	ENCODE3 mm10	archived	low read depth		
ENCFF409IYK	bam	bam		alignments	mm10	ENCSR000CNS	DNase-seq	/mouse-donors/ENCDO337EDF/	EFO:0001222	NIH3T3	cell line	Mus musculus											DNA						2012-09-07	ENCODE		see document		2	2_1		36					/files/ENCFF584TFU/	1178839991	ENCODE Processing Pipeline	946128792bf22c93610c8f61102b84b6		https://www.encodeproject.org/files/ENCFF409IYK/@@download/ENCFF409IYK.bam				released	s3://encode-public/2018/05/22/1f994cc9-b5a4-40cd-8f46-caceb9654baa/ENCFF409IYK.bam	ENCODE3 mm10	archived	low read depth		
ENCFF699FKQ	bam	bam		unfiltered alignments	mm10	ENCSR000CNS	DNase-seq	/mouse-donors/ENCDO337EDF/	EFO:0001222	NIH3T3	cell line	Mus musculus											DNA						2012-09-07	ENCODE		see document		1	1_1		36					/files/ENCFF001PWS/, /files/ENCFF001PWT/, /files/ENCFF001PWR/, /files/ENCFF001PWQ/, /files/ENCFF340HIY/	1629039882	ENCODE Processing Pipeline	d26f275d6099fa702bb4b9dec7fcaf9f		https://www.encodeproject.org/files/ENCFF699FKQ/@@download/ENCFF699FKQ.bam				released	s3://encode-public/2018/05/22/b27bfd25-38a7-4392-b8fe-af329af2576f/ENCFF699FKQ.bam	ENCODE3 mm10	archived	low read depth		
ENCFF193WDW	bam	bam		unfiltered alignments	mm10	ENCSR000CNS	DNase-seq	/mouse-donors/ENCDO337EDF/	EFO:0001222	NIH3T3	cell line	Mus musculus											DNA						2012-09-07	ENCODE		see document		1	1_2		36					/files/ENCFF340HIY/, /files/ENCFF468OST/, /files/ENCFF630GRP/	20674699741	ENCODE Processing Pipeline	a00f2f38430aaba933b84a259f099349		https://www.encodeproject.org/files/ENCFF193WDW/@@download/ENCFF193WDW.bam				released	s3://encode-public/2018/05/22/4f0eabb0-9bfa-47a5-a0bc-6a91b0abfdcd/ENCFF193WDW.bam	ENCODE3 mm10	archived	low read depth		
ENCFF379APL	bam	bam		alignments	mm10	ENCSR000CNS	DNase-seq	/mouse-donors/ENCDO337EDF/	EFO:0001222	NIH3T3	cell line	Mus musculus											DNA						2012-09-07	ENCODE		see document		1	1_1, 1_2		36					/files/ENCFF699FKQ/, /files/ENCFF193WDW/	19287678411	ENCODE Processing Pipeline	654f9f6b692a32a7c4587e3f702ebaba		https://www.encodeproject.org/files/ENCFF379APL/@@download/ENCFF379APL.bam				released	s3://encode-public/2018/05/22/eb811efc-14c4-4c7f-8f7b-a8837cbf35ff/ENCFF379APL.bam	ENCODE3 mm10	archived	low read depth		
ENCFF969FIM	bam	bam		unfiltered alignments	mm10	ENCSR000CNS	DNase-seq	/mouse-donors/ENCDO337EDF/	EFO:0001222	NIH3T3	cell line	Mus musculus											DNA						2012-09-07	ENCODE		see document		2	2_1		36					/files/ENCFF001PXU/, /files/ENCFF063EBQ/	1878828369	ENCODE Processing Pipeline	24f0616862fceb11c6afb03e2f5196cc		https://www.encodeproject.org/files/ENCFF969FIM/@@download/ENCFF969FIM.bam				released	s3://encode-public/2020/10/20/47d3d386-f540-4d10-b163-6b3ad1e6380f/ENCFF969FIM.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth		
ENCFF251KML	bam	bam		alignments	mm10	ENCSR000CNS	DNase-seq	/mouse-donors/ENCDO337EDF/	EFO:0001222	NIH3T3	cell line	Mus musculus											DNA						2012-09-07	ENCODE		see document		1	1_1, 1_2		36					/files/ENCFF882SRG/, /files/ENCFF937CDK/	17780497816	ENCODE Processing Pipeline	3304e60086b0098249d8f6a7472ebf5c		https://www.encodeproject.org/files/ENCFF251KML/@@download/ENCFF251KML.bam				released	s3://encode-public/2020/10/20/1c78093b-a173-4196-b045-36c08412a03a/ENCFF251KML.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth		
ENCFF937CDK	bam	bam		unfiltered alignments	mm10	ENCSR000CNS	DNase-seq	/mouse-donors/ENCDO337EDF/	EFO:0001222	NIH3T3	cell line	Mus musculus											DNA						2012-09-07	ENCODE		see document		1	1_1, 1_2		36					/files/ENCFF001PWT/, /files/ENCFF468OST/, /files/ENCFF001PWS/, /files/ENCFF063EBQ/, /files/ENCFF001PWR/, /files/ENCFF630GRP/, /files/ENCFF001PWQ/	28238477498	ENCODE Processing Pipeline	9328bf45fd217d4cdec43089b23810aa		https://www.encodeproject.org/files/ENCFF937CDK/@@download/ENCFF937CDK.bam				released	s3://encode-public/2020/10/20/c7bdbcff-a088-4fd3-bfd6-fae14e291416/ENCFF937CDK.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth		
